Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ga,V,Ti,UTS (MPa),YS (MPa),Fatigue Strength (MPa),Shear Strength (MPa),Y (GPa),G (GPa),Density (g/cc),Cp (J/kg-K),TC (W/m-K),TE Coeff,Thermal Diffusivity ,EC Volume (% IACS),EC Weight (% IACS)
97.00065606472658,1.6680596935240724,0.9271107873845521,0.1561007297917658,0.0,0.0,1.2924746880942874e-05,0.0,0.16561790537650792,0.0,0.04529693815349025,0.037144956296115327,207.5604617413604,126.44646,59.70639482001286,103.50183871854034,69.55883252753712,26.116016252576067,2.791883718424057,898.0472091270251,176.57376,22.96949950486209,73.10958,48.30030952380952,151.94588
97.55121849306934,0.547995579335989,0.8652607178680262,0.0336199912891227,0.5888341940078041,0.21557181752094445,0.0,0.0005561990872477742,0.14048418460597978,0.0015295149952640683,0.02915460643520334,0.02577470178508148,176.7267671320911,122.22938,61.79523341905246,96.89950737261881,68.87732018719211,26.00757571762816,2.7074939165440437,900.0872308824694,185.8698,22.973499273037397,70.76313,45.204807692307696,153.01671
98.33244161292842,1.480184598661949,0.04434278617837354,0.0,0.002961254303331205,0.009463992862924167,0.0011517633361007367,0.0,0.07064109951159438,0.0010557054014888462,0.018774444048043498,0.03898274276778817,138.4765792170363,91.04744,47.70188500759618,72.07039432106293,70.07056122876844,26.50067714435421,2.799805801978676,893.7210053179911,203.18788,22.995698346987126,80.96691,53.333487179487186,177.81874
97.78617406982009,0.5287593516480389,1.3071507075730544,0.0,0.0711276090516206,0.08063181636557275,0.0015250766653309997,0.0006923065815010461,0.08109991491365395,0.0003776083605832631,0.07475561816776864,0.06770592085277184,172.81602959971448,133.25943,56.96212392911858,102.2088034185639,68.59665742912462,25.993859083800157,2.700013801288884,896.6063402516439,202.42451,23.00658602952582,84.61633,50.09474908424908,168.37817
96.92652867736462,0.18958792766163385,1.3143428478494914,0.0586327763843292,0.9189963127762509,0.3216380689356698,0.0004147845899540826,0.0,0.2115208226187512,0.0,0.03499089042057052,0.02334689139875387,188.53190268299286,125.44598,67.98451697803311,92.84610716568592,69.20831046730268,25.99121972422739,2.799658613500131,900.2077183449319,175.94153,23.505524607558737,69.78744,43.89392857142857,139.07266
97.68754228663764,0.7778575193939531,0.9309776364068444,0.11724571970741665,0.2507095097325778,0.07112884782353483,0.0007185308764692333,6.965489677039252e-05,0.10061509534081434,0.0,0.028026518854058317,0.035108680329949134,177.77746310517705,137.1525,66.55352319873,105.20862676376306,68.99422192970012,26.001044013882037,2.7029800316345316,900.2567747466505,191.87077,22.977735458672612,76.388535,48.79853296703296,153.0478
97.2353893212142,1.309396416407184,0.5478958053552613,0.2383331914205588,0.41278664872471643,0.10059565753080497,0.0,0.0,0.15503241946963459,0.0005705398776311172,0.0,0.0,177.3223176559995,122.55055,62.30630874159564,105.03004524112833,69.4526478616107,26.0002374114413,2.7377345271291484,899.2846594806445,177.19981,23.05734049047403,69.52715,42.08,145.14987
97.14148570699949,2.388288388836261,0.0,0.3498179120959901,0.0,0.0,0.00018102924721373465,0.0012398134954692444,0.11730927507900317,0.0016778742465866686,0.0,0.0,204.3004622454715,129.16628,59.19869725485239,94.29879332482477,70.2351009039444,26.742522779066903,2.7434254251238905,895.2429284039753,166.58585,22.995189213649102,71.702065,46.42872619047619,151.50476
97.30998908341009,0.9740064765504,0.39996134528563304,0.1989556416063717,0.770020933951792,0.18113510568172755,0.00027604938829987527,0.001597965024440665,0.16313976318471612,0.0009176359165441368,0.0,0.0,187.23812240468504,134.30728,66.76868419909454,106.21400054300419,69.71522010998174,25.996051775813477,2.707448015460125,899.4114228783967,174.3213,23.02441154964446,68.541824,43.07,142.52477
97.10015916679386,0.42471518404110203,0.9470164555318605,0.14149633377913418,0.9081363683244896,0.2699199799611027,0.0,0.0,0.19610198012481964,0.0,0.006590010170588467,0.005864521273052582,179.53458785806956,131.44185,66.06348222373452,93.81098559242918,69.51944943974001,26.00060788518539,2.7991607109959826,899.9870643597656,174.10318,23.11044629112705,70.08814,44.22142857142857,147.24918
97.5973142035307,0.708773742299482,0.5361225939121363,0.13659705831355698,0.7043003841608898,0.17238454526310845,0.0008228159008467124,0.0,0.14368465661928148,0.0,0.0,0.0,182.22646448672302,138.96687,66.52431903091427,108.17287350037392,69.31542673240737,26.007428135862156,2.708471269930506,899.9999874179061,177.80658,23.00130943186409,69.25658,42.92666666666666,145.12982
97.57805879902575,0.26044531467464704,0.8908967115103058,0.07937870101535051,0.7770469118665132,0.25310062591806665,0.0006108301056538732,0.00020303903330063871,0.1352217020482182,0.0,0.012706141460039181,0.012331223342147889,169.22247169824257,122.42182,61.141530366763355,93.42685182091014,69.34228646397959,26.015280912819588,2.799598014536698,897.986362903621,183.88904,23.544390494220934,70.70682,45.11142857142857,149.17911
97.94182055062498,1.399644840853089,0.43797095769593586,0.12624936502737027,0.0,0.0,0.0,0.0,0.04577887319910145,0.0003684188949871931,0.02269012781411781,0.02547686589041158,179.04174631024856,127.15091,59.835581249295444,105.84547786777652,69.1866924786328,26.061669973305847,2.698553296390945,898.9982480072861,204.39062,23.092083697988706,82.54088,54.20891951031424,179.32399
98.05004014061832,1.003192664165989,0.45425795526725005,0.038975939860732514,0.2422645669004121,0.08153733613014778,0.0,0.00023580168629003698,0.08268327843035818,0.00028761671413273795,0.018743386080826815,0.027781314145533885,160.5924403948243,128.71957,63.481803195746494,104.2415948632521,69.27001009301816,25.99936021016088,2.702962899231578,900.1399680074757,202.08743,22.992175723286557,81.06089,51.036833333333334,167.58337
98.08175323799145,1.355500822357251,0.3369734549535534,0.11281048249002022,0.0,0.0,0.0006219204211438504,0.0,0.0684847747758216,0.00032491312047446555,0.010984225022004628,0.03254616886827608,172.64354147440676,126.48772,61.689995015129064,108.40210923445488,69.2553542897764,26.075169917121137,2.6985674758522,899.0394453768673,207.5225,23.10878195991405,83.4491,53.940958125208134,180.54807
97.50502483979018,1.4106988599068435,0.8870104000963253,0.004935570457829673,0.0,0.0,0.00028109363927912047,0.0,0.042314718526616266,0.0001788396589786593,0.06881828886198421,0.08073738906198107,186.62878703533315,130.91257,56.66107140172789,103.04730473229091,68.96378596614443,26.053191364010313,2.6980390463390553,897.3020529568962,198.35759,22.988545302664534,80.86445,49.77439194139193,168.2417
98.07523043051728,0.7585524372842058,0.7375457720639232,0.05517863618960838,0.18456642427066478,0.055674570122955035,0.0,7.258123764941526e-05,0.06661543907024592,0.0,0.029596358829817454,0.036967350413631014,159.01303174121944,127.86051,62.6938091462595,97.8429824798043,68.77867686601209,25.994962585987075,2.7034827634970826,900.1305704783646,207.55821,23.020632785665306,81.83136,51.182987179487185,173.26494
97.81224822657425,0.7528890815489525,0.5308494233188056,0.10135495895942215,0.5462834772137772,0.12701158096632933,0.0002360973095787968,0.0014335208801503814,0.11154108809243488,0.0,0.00807673327102818,0.008075811865274044,172.33567119928455,135.18459,68.14599944543495,108.72577408198848,69.14937049828966,25.999613291837647,2.702120746179483,900.0359175589815,181.6755,23.006167798868034,69.66734,45.41383333333333,146.40733
97.84485197450653,1.2585189689937974,0.5234256458945282,0.15632838491850395,0.11651442332608562,0.0,0.0,0.0,0.07439120082516873,0.0,0.015953883522702772,0.010015518012681862,166.32665369815373,123.274124,61.13890242165222,106.62984400898273,69.74335705257107,26.00811151330437,2.698179825917791,900.0118763253904,193.78127,23.067605584674826,77.61231,48.93976984126984,152.27162
97.74770785647569,1.7664838299052157,0.0,0.20289084955420655,0.18630068215979395,0.0,0.002144057735954053,0.0,0.09447272416914226,0.0,0.0,0.0,171.20700336700327,126.18268,61.54635188242335,94.34351348825204,70.39274494517467,26.752148363994728,2.7943317709968016,891.2996680236439,169.00822,23.029438294157462,67.78715,45.366238095238096,143.48944
98.09711061173988,0.5491632082922313,0.977009811141569,0.0,0.11391003614397603,0.0791717953060113,0.0,0.0014680027723065854,0.06552211548408249,0.0,0.05235828214546112,0.06428613697449176,174.0420105453386,132.54317,59.41033082685132,101.46947949091819,68.66816248383225,25.99192476220046,2.70005998681948,897.4145961407589,207.59142,22.96380249088811,82.38714,51.678701465201456,175.43362
97.13561152033927,0.0,1.1955207468151245,0.0,1.0601532561342826,0.3651315178619895,0.0,0.0,0.18436374418156407,1.3638603338327307e-05,0.03760067978318033,0.02160489628123346,191.3531132689979,136.83174,61.097048563441646,105.6813354890005,69.25027637016672,25.86082535298842,2.7996871202704994,899.397997462832,172.80457,23.462142434785598,69.614395,43.92392857142857,142.46712
97.41847751030788,1.1297488794073869,0.7913605444438019,0.16982434889720152,0.262849270465818,0.05629903078098739,0.0008024631641704511,0.0,0.13051279603581514,0.0,0.020426614989869533,0.01969854150707861,168.26600251852264,128.09798,61.87909951150211,98.7832987117169,69.36338893213015,26.001601456909913,2.7058414566736264,900.1421719646013,185.29585,23.060615766695907,75.88974,47.92523809523809,148.83995
97.20845750330756,1.5991095977621854,0.9052039200589131,0.11872882475582158,0.0,0.0,0.0,0.0,0.040701225043566935,0.000708839380278979,0.05909421691486168,0.06799587277681958,192.35349056301453,139.55705,58.80416651950734,109.74985861755955,69.82253128999909,26.12057571579932,2.793864670948982,896.0543916510408,179.13297,22.97686796943923,74.880455,48.47689194139194,158.0589
96.92517856461085,0.8666775726922161,0.9367367119547094,0.1429537957816857,0.6791729586206191,0.20708265421555946,0.0007652973097433855,0.0,0.20810486285753096,0.0,0.0185565072467924,0.014771074710289135,185.01236809071568,134.60963,71.38764918637351,102.03266706064396,69.37595005067155,26.014048997961332,2.6990364786694436,899.9587166390277,178.10133,23.045705252054148,70.652115,43.085,143.42616
97.86170063299706,1.237878085816853,0.5666786911972856,0.15836493812687544,0.06503723587514065,0.0,0.00011020428791372544,0.0015587699083038761,0.07229490975866186,0.0,0.017778940893084922,0.01859759113884282,166.5091880907763,123.94019,59.888159858703546,106.26046816355664,69.1497282894311,26.016630286552047,2.698087481308293,900.0002397376335,197.89163,23.13595257505703,83.07876,52.50186507936508,160.39378
96.23370046191424,0.5876343755860863,1.017140568138705,0.16041508929090573,1.2858119269732167,0.4010712349594051,0.0004485838383948368,0.0,0.30928492768807,0.00011188827775564903,0.004380943333219253,0.0,225.7764108822469,170.0459,90.79782461546694,133.92580040726102,69.80665064602665,26.008122591348705,2.7768733279994064,896.50764447035,160.70206,23.03459884608121,64.587425,42.047777777777775,132.26398
97.72371614248479,0.8138845867880228,0.681588809598981,0.16202112361012758,0.4141553587757147,0.06729530191073806,0.00011490633819406925,0.0,0.11352005710754194,0.0,0.007424599347279147,0.016279114038578398,167.49522462662316,134.2322,67.7873935912191,103.4223540385118,69.28846329539128,26.000881549903173,2.7063819699206273,899.9125133051963,181.89742,23.06021651463771,69.666,45.1375,144.00945
97.98220001061054,1.047864643633349,0.7361121775969188,0.1240523462650091,0.0,0.0,0.0,0.0,0.047151449988152,0.0,0.03148452789737611,0.03113484400866783,169.4248167264309,134.17574,64.22996843776541,103.12574632705005,69.21252426512103,26.067349182960534,2.699882260746789,899.2246597192892,212.10909,23.092556731574035,84.603485,55.67364896214895,182.76233
97.74445361535365,0.6985402168358608,0.6731318963516806,0.0971571363787297,0.4995555806574608,0.145305008748366,0.0003303425457592451,0.0015847922945267262,0.11301697663692058,0.0,0.01141664570697438,0.015507788490081621,164.5084087978585,126.75968,66.40058933288395,105.49486834032842,69.24743773546669,26.00011962417778,2.7079095902626924,900.0093370085366,183.87762,23.05762041645581,70.269554,45.3875,145.44896
97.01130179727114,0.5621417902847958,0.26481312634037063,0.15871926532127476,1.3795987907654,0.3776198406183177,0.0,0.0,0.24466946064038161,0.0011359287583036165,0.0,0.0,219.57091428598642,146.29706,80.37906633501277,118.73196087275488,69.52414799013978,25.997672344803448,2.79968640643624,899.9716223211162,164.43217,23.029986992690137,66.64755,43.48,147.58131
96.85765331014797,1.0613793041225832,0.506782663445489,0.1356498381649243,0.9124600933335761,0.28697288265439475,0.0,0.001196545987009989,0.23790536214406763,0.0,0.0,0.0,199.12510365666319,134.05283,62.92771366396287,105.92217659995563,69.9146549262733,25.999961254441295,2.7996801068337906,900.0596691363572,171.68623,22.977049972479588,68.96029,43.11,142.42776
97.56386282359776,0.9413652720287171,0.5416786522634243,0.18249108858334503,0.5318844507734196,0.10655370196081806,0.0,0.0,0.13216401079253706,0.0,0.0,0.0,177.88601573641358,138.01448,68.65217913237551,106.12229716270677,69.28549723826352,25.999934952185104,2.707716880266463,899.5293701602942,182.42651,23.027422534546506,70.00653,44.21666666666666,149.45152
97.69816939730374,1.1759233382501044,0.5091775593996068,0.18552015627680188,0.28151607471496365,0.017394482278820688,0.0,0.0,0.11417332255995977,0.0009303935615187402,0.0042737651047613035,0.012921510549712342,173.7270172969445,122.30511,62.595027562874485,104.39552067982675,69.51753818015649,26.00130868724574,2.70680332891612,899.4780759690566,191.10843,23.071177845000797,76.53925,47.28023809523809,144.51976
97.53101904947036,1.0821164737735378,0.8384031441986902,0.13143501343320865,0.19246605014304102,0.048356101737774486,3.4340813343940767e-06,0.0004718813296975496,0.11761552693872754,0.0014294886437759284,0.02755062051284147,0.029133215737003806,180.14934271579244,132.15189,57.153168427998814,101.8245572944686,69.15788917775762,25.997989562422074,2.7076990947992745,900.1622338715757,198.88531,23.045705579437215,78.47629,48.73171245421245,159.18956
97.58578081304333,1.4899936235659639,0.7211200555230283,0.028298105223384048,0.0,0.0,0.0,0.0,0.055344251099891516,0.0,0.05779762938695006,0.06166552215746623,184.08449407536907,130.18222,56.783821281632946,98.47025161783394,69.55711625411948,26.12046397615997,2.793692752760954,894.2729931020647,199.3474,22.98509900384395,80.74679,50.01039194139194,168.48018
97.30119427045793,1.7514918828466168,0.5906464777259264,0.20161156236970992,0.0,0.0,0.0001202360696801664,0.0,0.09783708391614652,0.0015324803396821686,0.02242288207351188,0.03314312420079542,185.38616972770376,115.40212,58.03026776005959,98.11231529284161,69.79180374545157,26.111310529359198,2.7940433473154602,897.8499227655941,181.7794,23.04997582685237,77.017876,49.616518925518925,158.76128
97.61100109653573,1.4869933106108115,0.5651168326525241,0.12063347978470368,0.03352252496769534,0.0,0.0006681816958504447,0.0,0.12234817325608331,0.0,0.024840340210579685,0.03487606028603801,188.03932494612366,125.11895,57.70849547230225,107.89575618542861,69.93362896010893,26.10394657916198,2.7920889692207984,898.4712969766401,202.83589,23.074516965647955,81.33965,50.30036507936507,169.39761
97.38554131187254,0.797766357383253,1.0249265982042162,0.03221291704238274,0.3720112389446862,0.15682410055507728,0.0007415830716159455,0.0,0.1470062588693084,0.00019984446222194135,0.04631863384604774,0.036451155748643944,176.38923922077527,129.53555,64.31946053301478,95.85082166443361,68.88900111735907,25.9945313959611,2.708025783215777,900.2280912975473,177.90714,22.96714323049526,68.635155,45.37147435897435,146.15099
97.03134722965765,1.7230036169815222,0.22123138739056536,0.3006837086555047,0.4739812378041344,0.0640583883516376,0.0,0.0007994129185892767,0.18489501824039398,0.0,0.0,0.0,188.11492533046018,131.1579,59.3832604882646,102.44661256927672,69.74454463786216,26.139801357597513,2.6954818077957468,899.1838270512696,160.04898,23.025426582691864,65.5994,42.40666666666666,141.84929
96.94505547702936,1.0255604538002885,0.47322553496828246,0.19841532270356319,0.9101300363097877,0.2252527052606168,0.000841738943221512,0.0,0.22084486280399157,0.0006738681809099465,0.0,0.0,190.68290258445836,134.46912,70.09798932399282,105.92217659995563,69.70474071306982,26.000009864989494,2.7998811346772103,900.0409160125438,171.16933,23.01213061726269,68.556145,42.57,141.74301
97.89502780340084,1.2717569486187101,0.5313350400130984,0.031872488684081185,0.07073030188189297,0.03261872315860264,0.0,0.0,0.09522896906748331,0.0,0.03333634856304146,0.03809337661224654,163.18505416506162,121.41668,55.456245414807974,99.45131751278622,68.86523467122421,25.998748087097972,2.6998002001756345,900.105301951144,215.43837,23.056711331746172,86.16113,52.7552967032967,182.27934
97.67159376112988,1.5333204703079493,0.5462378921978889,0.11745286675275564,0.0,0.0,0.001526513083871355,0.0,0.05803977517471958,0.0006389998326226589,0.032532729191026656,0.038656992329286516,180.03477508602498,119.22748,58.80416651950734,105.92292470233494,69.83838071340978,26.127621935053217,2.7937789866591416,897.7600564412178,188.21724,23.030415770145858,77.20859,50.15735225885225,161.56917
